B005FUKW6M|26388279075595|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|17592186053220|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|28587302330658|'5.0,Finally found a good dart cabinet without some crap logo on the front, or some fake antiquated dart pub artwork!random words:reccoreckonrclameroadworkrootiragglerestamprussellrhombus'
B005FUKW6M|2199023260852|'5.0,Finally found a good dart cabinet without some crap logo on the front, or some fake antiquated dart pub artwork!random words:reccoreckonrclameroadworkrootiragglerestamprussellrhombus'
B005FUKW6M|17592186047680|'5.0,Great quality overall. The cabinet looks very distinguished in my home bar, and hanging it up was easy. The dart board itself tends to be a little tight and bounce darts off in the middle, but I think that might be normal with new cork. And the darts are pretty cheap, but I can get replacements very easily. The biggest thing for me was just getting a good cabinet and dart board, one that didn\\t look like it belonged in a frat house.'
B005FUKW6M|26388279073903|'5.0,I do a lot of dart boards in custom homes, and Ive ordered some others on here that were a few bucks cheaper.  But this one is my favorite.  Not expensive, but has everything you need and has a quality look to it.'
B005FUKW6M|17592186052959|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|28587302329987|'5.0,Finally found a good dart cabinet without some crap logo on the front, or some fake antiquated dart pub artwork!random words:reccoreckonrclameroadworkrootiragglerestamprussellrhombus'
B005FUKW6M|17592186047654|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|24189255816594|'5.0,I do a lot of dart boards in custom homes, and Ive ordered some others on here that were a few bucks cheaper.  But this one is my favorite.  Not expensive, but has everything you need and has a quality look to it.'
B005FUKW6M|6597069774595|'5.0,Finally found a good dart cabinet without some crap logo on the front, or some fake antiquated dart pub artwork!random words:reccoreckonrclameroadworkrootiragglerestamprussellrhombus'
B005FUKW6M|6597069767852|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|10995116280950|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|17592186052593|'5.0,Finally found a good dart cabinet without some crap logo on the front, or some fake antiquated dart pub artwork!random words:reccoreckonrclameroadworkrootiragglerestamprussellrhombus'
B005FUKW6M|19791209303728|'4.0,I am very pleased with the set. I almost changed my mind about ordering it after reading a few reviews from serious players about the board not being good enough. Which I concede there\\s always something better, this is as good of a board as I have ever used and I have no issues with it at all (thinner wires, which you don\\t see very often would be my only wish).The cabinet is very nice... again, you\\re not paying for a $500 hand-laquered mahogany case built by a skilled craftsman, but you\\re getting a nice looking, decent quality wood case that looks great in your den (or in my case, the living room that\\s being converted to &#34;pub&#34; style).The darts are much better quality than you get in a typical starter set - they have a nice weight and design and work well. Unfortunately, one of the darts has a slightly bent flight holder and the flight pops out on every-other throw. The two sets also look almost identical - a more obvious distinction between the flights would have been nice. I will probably replace the darts with ones that better suit my personal taste, but they are not bad.At the Black Friday additional discount I got, I have no regrets at all. At the slightly higher normal price, it still seems like a pretty good deal, especially considering you could spend the same amount for the case alone.'
B005FUKW6M|21990232557487|'4.0,I am very pleased with the set. I almost changed my mind about ordering it after reading a few reviews from serious players about the board not being good enough. Which I concede there\\s always something better, this is as good of a board as I have ever used and I have no issues with it at all (thinner wires, which you don\\t see very often would be my only wish).The cabinet is very nice... again, you\\re not paying for a $500 hand-laquered mahogany case built by a skilled craftsman, but you\\re getting a nice looking, decent quality wood case that looks great in your den (or in my case, the living room that\\s being converted to &#34;pub&#34; style).The darts are much better quality than you get in a typical starter set - they have a nice weight and design and work well. Unfortunately, one of the darts has a slightly bent flight holder and the flight pops out on every-other throw. The two sets also look almost identical - a more obvious distinction between the flights would have been nice. I will probably replace the darts with ones that better suit my personal taste, but they are not bad.At the Black Friday additional discount I got, I have no regrets at all. At the slightly higher normal price, it still seems like a pretty good deal, especially considering you could spend the same amount for the case alone.'
B005FUKW6M|21990232557164|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|2199023262017|'5.0,I do a lot of dart boards in custom homes, and Ive ordered some others on here that were a few bucks cheaper.  But this one is my favorite.  Not expensive, but has everything you need and has a quality look to it.'
B005FUKW6M|28587302328959|'5.0,Great quality overall. The cabinet looks very distinguished in my home bar, and hanging it up was easy. The dart board itself tends to be a little tight and bounce darts off in the middle, but I think that might be normal with new cork. And the darts are pretty cheap, but I can get replacements very easily. The biggest thing for me was just getting a good cabinet and dart board, one that didn\\t look like it belonged in a frat house.'
B005FUKW6M|30786325582101|'5.0,I do a lot of dart boards in custom homes, and Ive ordered some others on here that were a few bucks cheaper.  But this one is my favorite.  Not expensive, but has everything you need and has a quality look to it.'
B005FUKW6M|8796093031294|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|30786325584526|'4.0,Reasonable price for a great product. I have had no issues with this product. I highly recommend. Great quality and lots of fun. Great addition to your man cave or bar.'
B005FUKW6M|5139|'5.0,This feels just like a dart board you would use in a bar, minus the 1,000 holes that other drunk people put into it. Took me about 10 minutes to install. It is very heavy, so make sure you have some good studs in the wall to support it. I would suggest buying some extra darts for it, as the ones it comes with are cheaply made...had one break on me during my first game.***NOTE*** The installation was very easy, just don\\t listen to the instructions. It tells you to slide the paper inside to mark everything. Just put the paper on the back of the board and poke the holes, saves a lot of frustration and gives you the most accurate markings.'
B005FUKW6M|4184|'4.0,Reasonable price for a great product. I have had no issues with this product. I highly recommend. Great quality and lots of fun. Great addition to your man cave or bar.'
B003D9RBMU|2199023259985|'1.0,First of all let me say that I love Condor products. I own a few of their knives, an axe and a machete. For the price they can\t be beat. They are all hard working tools. The Sapien if done right is a handy, do it all easy to handle knife that has a great edge and is easy to keep sharp. The one I received must have escaped without quality control catching it. The edge was dull and wavy and the grind was also wavy with gouges all over it. The scales were awful, not even close to matching and uneven along the tang. The brass pins were sticking up above the handle scales and were sharp. It looked like a grade school kids first attempt at making a knife. I could live with the handle and fix it, and if the blade was just dull I could just sharpen it and be happy. There is really nothing I can do to fix the blade, the grind is so wavy with deep grind marks and burn marks down the whole length. Don\t want to knock the company, they let a bad one slip out and I got it. If it was received in good working order it is a five star knife. My example gets 0 stars.'
B003D9RBMU|4398046512372|'5.0,Man....I can\\t believe this only cost $25 bucks. The handle was flush, I cut myself taking it out of the wrapper. Condor must have a stock of dead cows because their sheath is more than thick enough to hold the knife. I\\m still speechless, after a few months of use, I can\\t begin to wrap my head around the other knives this size that I\\ve paid for. I\\ve used this at a few outdoor skills classes too, and everyone wants to borrow it.  Sharp edge, flush handle, custom looking craftsmanship.A+'
B003D9RBMU|6597069772375|'5.0,I love this little knife. The only thing I would change is a better grip or way your hand won\t slide onto the blade under certain conditions. Otherwise, this is a great camp knife for all your utility purposes. Does very well at feather sticks and some fine carving. Certainly not meant for firewood processing but all in all a very useful addition to my kit. I do carry a number of knives for different purposes and as spares when weight is not an issue.The knife came awesomely sharp out of the box.and put to use immediately. I have not had the chance to put it though more vigorous testing but will add to this review when I am able.Meantime, I do recommend this knife as a good knife for light duty camp chores.UPDATE:After using this knife which is excellent and has performed flawlessly for a while now I have to add a negative point regarding the very well made but much to big sheath. While being made of excellent quality leather and well crafted the sheath does not fit the knife at all and is just way to big allowing the knife to continually fall or pop out. It bounces around in the sheath and can just pop out if you are on a run or climb so I will have to do some modification to the sheath to get it to stay in the sheath. Very poor job on the fit of this sheath and certain;y a problem with quality control. Whoever passed that through should be fired.'
